domain,question,generated_answer,gold_answer,bleu,rouge-1,rouge-2,rouge-l,embedding_similarity,mini_lm_similarity
IPC,What does act 90 state?,:Please specify which act 90 you are referring to so I can provide a relevant answer.,"Act 90 states that consent known to be given under fear or misconception, consent of an insane person, and consent of a child are all considered.",3.0295455617503925e-155,0.2051282002892834,0.0,0.1538461490072322,0.7354966998100281,0.5751961
IPC,"What does consent known to be given under fear or misconception, consent of an insane person, and consent of a child all have in common?",: All are considered invalid consent under Indian law because they lack the element of free and informed decision-making.,They are all considered under Act 90.,1.3483065280626046e-231,0.2307692268343195,0.0,0.2307692268343195,0.7820000648498535,0.3291811
IPC,What is act 91 about?,":Please specify which act you are referring to, as there are many acts and sections with numbers. To help me narrow down the possibilities, could you provide more context, such as the jurisdiction (e.g., India) or the subject matter of the act?",Act 91 is about the exclusion of acts which are offences independently of harm caused.,1.1088946534873117e-231,0.1923076883727811,0.0,0.1538461499112427,0.813413143157959,0.46851388
IPC,What does Act 91 specifically exclude?,: Please provide more context. Which act are you referring to?,Act 91 excludes acts which are offences independently of harm caused.,1.3568676344828118e-231,0.0909090859090911,0.0,0.0909090859090911,0.66335529088974,0.4147793
IPC,What does act 92 describe?,": Act 92 of the Bharatiya Nyaya Sanhita addresses causing the death of a quick unborn child, prescribing imprisonment up to ten years and a fine.",Act 92 describes an act done in good faith for the benefit of a person without consent.,5.294647826932765e-155,0.2499999951125,0.0975609708506843,0.2499999951125,0.7506353855133057,0.34133905
IPC,Which act describes an act done in good faith for the benefit of a person without consent?,: I don't have enough information to answer.,Act 92,0.0,0.0,0.0,0.0,0.3667238056659698,0.18698663
IPC,What is the focus of act 93?,:Please specify which act you are referring to so I can provide a relevant answer.,Act 93 focuses on communication made in good faith.,1.0669733992029681e-231,0.0,0.0,0.0,0.6504366993904114,0.46127716
IPC,Which act focuses on communication made in good faith?,: I don't have the ability to provide information about the Bharatiya Nyaya Sanhita (BNS).,Act 93 focuses on communication made in good faith.,8.726094729337946e-232,0.0,0.0,0.0,0.6396506428718567,0.08698456
IPC,Which act talks about a person being compelled by threats?,: I don't have enough information to provide a precise section of the Bharatiya Nyaya Sanhita (BNS) regarding offences committed under compulsion or threats.,Act 94,0.0,0.0,0.0,0.0,0.5160057544708252,0.14300731
IPC,What does act 95 deal with?,":BNS act 95 is not found, however Clause 93 of the Bill addresses the abandonment of a child under twelve years by a parent or caregiver, prescribing imprisonment up to seven years, a fine, or both. Clause 94 addresses the secret disposal of a child's dead body.",Act 95 deals with an act causing slight harm.,2.659276018264461e-155,0.0869565185916825,0.0,0.0434782577221174,0.745002806186676,0.44822636
IPC,What is the subject of the act that deals with causing slight harm?,: I need to refine my search query to be more specific to find the relevant section in the Bharatiya Nyaya Sanhita (BNS) that deals with causing slight harm.,The act that deals with causing slight harm is Act 95.,0.1535686541317235,0.324324320146092,0.2631578908587258,0.324324320146092,0.7666143178939819,0.46595156
IPC,What is act 96 about?,": Please specify which act you are referring to. Is it a section of the Bharatiya Nyaya Sanhita (BNS), a constitutional provision, or a landmark case?",Act 96 is about things done in private defence.,1.0080942617254967e-231,0.0,0.0,0.0,0.7123596668243408,0.507713
IPC,Which act is about things done in private defence?,": Please clarify which specific provision or aspect of private defence you are interested in, so I can provide a more accurate response.",Act 96 is about things done in private defence.,4.262352868760118e-155,0.1249999959570313,0.0666666627555557,0.1249999959570313,0.7551164627075195,0.64601785
IPC,What does act 97 state?,:Could you please specify which act you are referring to?,Act 97 states the right of private defence of the body and of property.,7.623236468879228e-232,0.0,0.0,0.0,0.6184208989143372,0.45073014
IPC,Which act states the right of private defence of the body and of property?,: Bharatiya Nyaya Sanhita.,Act 97 states the right of private defence of the body and of property.,1.6488337128931635e-232,0.0,0.0,0.0,0.6196975708007812,0.0776285
IPC,What is act 98 focused on?,: This question cannot be answered without more context. Please specify which act you are referring to.,Act 98 focuses on the right of private defence against the act of a person of unsound mind.,1.0244914152188953e-231,0.0624999950195316,0.0,0.0624999950195316,0.7063760161399841,0.46747723
IPC,Which act focuses on the right of private defence against the act of a person of unsound mind?,: BNS addresses the right of private defence against the act of a person of unsound mind.,Act 98,8.844844403089351e-232,0.0,0.0,0.0,0.5098332166671753,0.18134284
IPC,What is outlined in act 99?,: Could you please specify which act you are referring to?,Act 99 outlines acts against which there is no right of private defence.,9.853445011990209e-232,0.0869565168241968,0.0,0.0869565168241968,0.6345196962356567,0.4473287
IPC,Which act outlines acts against which there is no right of private defence?,:Search the BNS store for provisions detailing situations where the right to private defence is limited or does not apply.,Act 99 outlines acts against which there is no right of private defence.,4.811208997101563e-155,0.2499999951757813,0.0645161242872011,0.1874999951757813,0.8587879538536072,0.5500754
IPC,What does act 108 define?,: I need more information to accurately answer your question. Please specify which act 108 you are referring to.,Act 108 defines an abettor.,4.336508547901975e-155,0.086956518336484,0.0,0.086956518336484,0.5790826678276062,0.63839436
IPC,Who is defined by Act 108?,: Please specify which Act 108 you are referring to.,An abettor,0.0,0.0,0.0,0.0,0.5198134779930115,0.062708266
IPC,What is stated in act 108A?,": There is no direct reference to Section 108A in the provided search results from the Bharatiya Nyaya Sanhita. Section 108 addresses the abetment of suicide, and Section 109 discusses culpable homicide.",Act 108A states about abetment in Indian of offences outside India.,1.1200407237786665e-231,0.205128201078238,0.0,0.205128201078238,0.8247665762901306,0.48521852
IPC,What does act 109 focus on?,: Act 109 of the BNS focuses on the punishment for attempt to murder.,Act 109 focuses on the punishment of abetment if the act abetted is committed in consequence and when no express provision is made for its punishment.,0.099885152717106,0.4444444398302469,0.2105263112880887,0.3888888842746913,0.8485217094421387,0.6665516
IPC,Which act focuses on the punishment of abetment if the act abetted is committed in consequence and when no express provision is made for its punishment?,": According to Bharatiya Nyaya Sanhita, if an act of abetment is committed and no express provision is specified for its punishment, then the abettor shall be punished with the punishment provided for the offense that was abetted.",Act 109 focuses on this.,8.561894227089738e-232,0.0,0.0,0.0,0.718214213848114,0.22872393
IPC,Which section of the law text refers to the Abettor being present when the offence is committed?,: Section 46 of the Bharatiya Nyaya Sanhita defines abetment.,Section 114 refers to the Abettor being present when the offence is committed.,1.0022971981925032e-231,0.1818181768595042,0.0,0.1818181768595042,0.7377047538757324,0.40481156
IPC,What does section 115 discuss in the legal text?,": I need more information to answer this question. Please specify which legal text you are referring to. If you are asking about section 115 of the Bharatiya Nyaya Sanhita, I can search for that specifically.","Section 115 discusses the Abetment of offence punishable with death or imprisonment for life, particularly if the offence is not committed.",3.991752103918031e-155,0.1568627404229144,0.0,0.1176470541484046,0.7624650001525879,0.38133842
IPC,"Which section of the legal text discusses the Abetment of offence punishable with death or imprisonment for life, particularly if the offence is not committed?",: Section 108 of the Bharatiya Nyaya Sanhita.,Section 115 discusses this.,1.250849891192838e-231,0.1666666622222223,0.0,0.1666666622222223,0.6528086066246033,0.44787645
IPC,What is the content of section 116?,": Section 114 defines ""hurt"" as causing bodily pain, disease, or infirmity to any person. Section 115(1) defines ""voluntarily causing hurt"" as doing any act with the intention of causing hurt, or with the knowledge that he is likely to cause hurt, and thereby causes hurt.","Section 116 covers the Abetment of offence punishable with imprisonment, with specific cases where the offence is not committed and if the abettor or person abetted is a public servant whose duty it is to prevent the offence.",1.2481913216671089e-231,0.2769230719526627,0.0,0.2153846104142013,0.8648035526275635,0.22939421
IPC,What does section 120A define?,: Section 120A of the Indian Penal Code (IPC) defines criminal conspiracy.,Section 120A provides the definition of a criminal conspiracy.,3.617014666551307e-78,0.5714285665306124,0.2105263109141275,0.476190471292517,0.8519880175590515,0.80259913
IPC,What type of offence does section 121 deal with?,: Sedition,"Section 121 deals with the offence of Waging, or attempting to wage war, or abetting waging of war, against the Government of India.",0.0,0.0,0.0,0.0,0.5340777635574341,0.20214704
IPC,"Which section of the law deals with the offence of Waging, or attempting to wage war, or abetting waging of war, against the Government of India?",: I don't have access to the specific section number in the Bharatiya Nyaya Sanhita (BNS) that deals with waging war against the Government of India.,Section 121 deals with this offence.,3.884252021064659e-155,0.1333333301333334,0.066666663888889,0.1333333301333334,0.7305147647857666,0.33345255
IPC,What is section 124A about?,: Section 124A of the Bharatiya Nyaya Sanhita is not defined in the tool.,Section 124A covers the offence of Sedition.,5.859491021246916e-155,0.3999999954500001,0.1052631535734073,0.29999999545,0.7644234895706177,0.31970394
IPC,What does section 125 discuss?,": Section 125 of the CrPC discusses the order for maintenance of wife, children and parents.",Section 125 discusses the offence of Waging war against any Asiatic power in alliance with the Government of India.,6.382883419602632e-155,0.3225806402081166,0.1212121162534437,0.2580645111758586,0.7791928052902222,0.27030158
IPC,"What is the offence related to abetting mutiny or attempting to seduce a soldier, sailor or airman from his duty?",": According to BNS, it is an offence to abet mutiny, or attempt to seduce a soldier, sailor or airman from his duty.",131,0.0,0.0,0.0,0.0,0.1278264373540878,0.07452344
IPC,"What is the offence related to wearing the garb or carrying token used by soldier, sailor or airman?",": According to BNS, it is an offence to wear the garb or carry any token used by a soldier, sailor or airman with the intention that it may be believed that you belong to that class of persons.",140,0.0,0.0,0.0,0.0,0.3763668537139892,0.050440565
IPC,What is the offence related to unlawful assembly?,: Offence related to unlawful assembly is covered under BNS. Please refer to the BNS store for details.,141,0.0,0.0,0.0,0.0,0.1047507524490356,0.10977709
IPC,What offence is committed when joining an unlawful assembly armed with a deadly weapon?,": According to the Bharatiya Nyaya Sanhita, joining an unlawful assembly armed with a deadly weapon constitutes an offence.",144,0.0,0.0,0.0,0.0,0.3406492173671722,0.0691884
IPC,"What is the offence related to promoting enmity between different groups on grounds of religion, race, place of birth, etc.?",": Promoting enmity between different groups on grounds of religion, race, place of birth, etc., is an offence under Section 153A of the Indian Penal Code (IPC).",153A,7.544641259221007e-232,0.0740740733607681,0.0,0.0740740733607681,0.2478374242782592,0.14517716
IPC,"What is the punishment for knowingly carrying arms in any procession or organizing, or holding or taking part in any mass drill or mass training with arms?",": According to the Bharatiya Nyaya Sanhita, the punishment for knowingly carrying arms in any procession or organizing, or holding or taking part in any mass drill or mass training with arms is imprisonment which may extend to six months, or with fine which may extend to two thousand rupees, or with both.",153AA,0.0,0.0,0.0,0.0,0.3835369646549225,0.13781059
IPC,"Which section of the law states 'Imputation, assertions prejudicial to national-integration'?",: Section 197 of the Bharatiya Nyaya Sanhita (BNS) addresses imputations and assertions prejudicial to national integration.,Section 153B,8.614911585158348e-232,0.1052631560110803,0.0,0.1052631560110803,0.5907261371612549,0.2927882
IPC,Who does section 154 refer to?,": Please specify which legal code you are referring to. If you meant section 154 of the Bharatiya Nyaya Sanhita, I can search that for you.",Owner or occupier of land on which an unlawful assembly is held.,1.0332112772921225e-231,0.1111111066666668,0.0,0.1111111066666668,0.6728484034538269,0.13922551
IPC,Which section discusses being hired to take part in an unlawful assembly or riot; or to go armed?,: Section 194 discusses the offense related to being hired to participate in an unlawful assembly.,Section 158,8.972141065609098e-232,0.1176470567474048,0.0,0.1176470567474048,0.5147693753242493,0.37450844
IPC,What does section 166 refer to?,: Section 166 of the Bharatiya Nyaya Sanhita (BNS) deals with the abetment of insubordination by a member of the armed forces.,"Public servant disobeying law, with intent to cause injury to any person.",9.689041594391037e-232,0.0689655125326994,0.0,0.0689655125326994,0.740804135799408,0.36452907
IPC,What is the focus of section 170?,: Section 170 of the Bharatiya Nyaya Sanhita (BNS) deals with the impersonation of a public servant.,Personating a public servant.,0.1198606296107574,0.3157894703601109,0.2105263131301939,0.3157894703601109,0.7179461121559143,0.56924933
IPC,Which section focuses on 'Personating a public servant'?,: Section 186 of the BNS addresses 'Personating a public servant'.,Section 170,9.594503055152632e-232,0.1538461512426036,0.0,0.1538461512426036,0.5152431726455688,0.3621753
IPC,What is the crime in section 171E?,": Whoever commits the offence of bribery shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both",Punishment for bribery.,9.109159947227212e-232,0.137931032627824,0.0,0.0689655153864447,0.6494951248168945,0.7644302
IPC,Which section includes the punishment for bribery?,: I do not have the ability to browse the Bharatiya Nyaya Sanhita (BNS) to find the section about bribery.,Section 171E,8.319100378795605e-232,0.0,0.0,0.0,0.462395042181015,0.21618733
IPC,What does section 172 pertain to?,: Section 172 of the Bharatiya Nyaya Sanhita (BNS) pertains to absconding to avoid service of summons or other proceeding.,Absconding to avoid service of summons of other proceeding.,0.2651229802175617,0.5384615342011835,0.3703703662002743,0.5384615342011835,0.7672606706619263,0.68019
IPC,Which legal section pertains to absconding to avoid service of summons of other proceeding?,: I don't have the ability to search for the specific legal section in the Bharatiya Nyaya Sanhita (BNS) related to absconding to avoid service of summons or other proceedings.,Section 172,7.544641259221007e-232,0.0,0.0,0.0,0.5157638192176819,0.3286093
IPC,What does section 174A refer to?,: Section 174A in Bharatiya Nyaya Sanhita refers to Non-appearance in response to proclamation under section 82 of Bharatiya Nagarik Suraksha Sanhita.,Non-appearance in response to a proclamation under section 82 of Act 2 of 1974.,0.2651229802175617,0.5806451564203955,0.4117647011591695,0.5806451564203955,0.810178279876709,0.68807906
IPC,Which section does the Non-appearance in response to a proclamation under section 82 of Act 2 of 1974 refer to?,": Section 229 of the Bharatiya Nyaya Sanhita (BNS) deals with the non-appearance in response to a proclamation under section 82 of the Code of Criminal Procedure, 1973 (Act 2 of 1974).",Section 174A,7.337741777064293e-232,0.0689655159571938,0.0,0.0689655159571938,0.4997380077838897,0.42841092
IPC,What is meant by 'Omission to give notice or information to public servant by person legally bound to give it'?,: Section 176 of the Bharatiya Nyaya Sanhita (BNS) deals with the omission to give notice or information to a public servant by a person legally bound to give it.,It refers to the act where a person who is legally obligated to provide certain information or notice to a public servant fails to do so.,0.1051377297031591,0.4255319099139883,0.1509433912424352,0.2553191439565415,0.8820319175720215,0.51292944
IPC,What does the act where a person who is legally obligated to provide certain information or notice to a public servant fails to do so refer to?,: That would be an offence under BNS.,It refers to 'Omission to give notice or information to public servant by person legally bound to give it'.,2.772607457281056e-232,0.0,0.0,0.0,0.6250234246253967,0.33866578
IPC,What does the act of providing incorrect or misleading information refer to?,: I need more context to provide a relevant answer. Can you specify which legal context you are asking about?,It refers to 'Furnishing false information'.,1.0003688322288244e-231,0.0833333295833335,0.0,0.0833333295833335,0.6798969507217407,0.30141437
IPC,What is 'Illegal purchase or bid for property offered for sale by authority of public servant'?,": Whoever, being a public servant, illegally purchases or bids for any property which he knows is being offered for sale by the authority, commits this offence.",This denotes the act of illegally purchasing or bidding on property that has been put up for sale under the authority of a public servant.,2.508569747857744e-78,0.3333333283420139,0.0799999950080003,0.2499999950086806,0.8723762035369873,0.7466916
IPC,What does the act of illegally purchasing or bidding on property that has been put up for sale under the authority of a public servant denote?,": Under BNS Section 203, a public servant illegally purchasing or bidding on property that they are legally restricted from buying can face simple imprisonment up to two years, a fine, or both, and the property will be confiscated.",This denotes 'Illegal purchase or bid for property offered for sale by authority of public servant'.,3.382084341956857e-155,0.1176470546712804,0.0,0.0784313683967706,0.8476337790489197,0.51830804
IPC,What does the act of not following or disobeying an order that has been officially issued by a public servant refer to?,: It refers to an offence under the Bharatiya Nyaya Sanhita.,It refers to 'Disobedience to order duly promulgated by public servant'.,3.1352625502397913e-78,0.2857142807256236,0.1999999950000001,0.2857142807256236,0.7274999022483826,0.31311494
IPC,What does 'Giving false evidence' mean?,: It refers to intentionally providing false information as evidence in a judicial proceeding or any legally binding context.,This refers to the act of providing false or misleading information or testimony in a legal proceeding.,7.906906991230994e-155,0.514285709322449,0.1764705832525953,0.4571428521795918,0.9042783379554749,0.8218013
IPC,What act refers to providing false or misleading information or testimony in a legal proceeding?,: Please refer to the Bharatiya Nyaya Sanhita (BNS) for provisions relating to giving false evidence.,'Giving false evidence' refers to this act.,4.9054707110052255e-155,0.1818181774793389,0.0,0.0909090865702481,0.7739375829696655,0.63479257
IPC,What is 'Fabricating false evidence'?,: It refers to creating false evidence with the intention that it will mislead a court or an official conducting a judicial proceeding.,This refers to the creation or alteration of evidence with the intention to deceive or mislead.,0.1296247288049187,0.4571428524734695,0.216216211395179,0.3999999953306122,0.8738620281219482,0.8328131
IPC,What does the creation or alteration of evidence with the intention to deceive or mislead refer to?,: It refers to giving or fabricating false evidence.,'Fabricating false evidence',5.7592918561109494e-155,0.1666666629166667,0.0,0.1666666629166667,0.7844566702842712,0.75568044
IPC,What is meant by 'Using evidence known to be false'?,": It refers to presenting information or material in a legal context, knowing that it is not genuine or truthful.",This implies the act of knowingly using false or incorrect evidence in a legal proceeding.,2.215226382490221e-78,0.235294112716263,0.1212121163269056,0.235294112716263,0.8621949553489685,0.58123887
IPC,What does the act of knowingly using false or incorrect evidence in a legal proceeding imply?,": It constitutes giving false evidence, which is a punishable offense under the Bharatiya Nyaya Sanhita.",This is meant by 'Using evidence known to be false'.,1.250849891192838e-231,0.0769230721893494,0.0,0.0769230721893494,0.7482085824012756,0.5429133
IPC,What does 'Issuing or signing false certificate' mean?,: I don't have the ability to provide the exact meaning of 'Issuing or signing false certificate'. You can search the Bharatiya Nyaya Sanhita store for relevant text using FAISS.,This means to create or approve a certificate with false or misleading information.,1.1281870111727917e-231,0.1499999958000001,0.0,0.1499999958000001,0.755267858505249,0.64961797
IPC,What does it mean to cause disappearance of evidence of offence or giving false information to screen offender?,: It refers to actions taken to conceal evidence of a crime or providing false information to protect the offender from legal consequences.,It refers to the act of eliminating evidence or providing incorrect information with the intention of protecting an individual who has committed a crime.,2.9373816274528536e-78,0.5116279019794485,0.177777772780247,0.3720930182585181,0.91218900680542,0.8642406
IPC,What is referred to by the act of eliminating evidence or providing incorrect information with the intention of protecting an individual who has committed a crime?,: This could be related to the offences of harbouring offenders or causing disappearance of evidence under the Bharatiya Nyaya Sanhita.,It means to cause disappearance of evidence of offence or giving false information to screen offender.,2.409628681858773e-78,0.3030302981450872,0.1142857093877553,0.2424242375390267,0.8138657212257385,0.6071675
IPC,What does the act of intentionally destroying a document to prevent it from being used as evidence in a legal proceeding refer to?,: It refers to an offense under BNS concerning destruction of evidence.,It refers to 'Destruction of document to prevent its production as evidence'.,3.2703544907197163e-78,0.3478260819659736,0.1818181768181819,0.3478260819659736,0.8258634209632874,0.74051356
IPC,What does it mean when someone falsely represents themselves with the intention to deceive during a legal action or prosecution?,: It could be an offence of false personation.,This is referred to as 'False personation for purpose of act or proceeding in suit or prosecution'.,5.4818052634044186e-232,0.1599999953920001,0.0,0.0799999953920002,0.7738444805145264,0.7201009
IPC,What is meant by 'Harbouring offender'?,": Harbouring offender means providing shelter, food, drink, money, clothes, arms, ammunition or means of conveyance to an offender to evade arrest or punishment.",It refers to the act of providing refuge or protection to an individual who has committed a crime.,4.393655368849994e-155,0.270270265303141,0.0499999951125004,0.216216211249087,0.7973196506500244,0.5463419
IPC,What does the act of providing refuge or protection to an individual who has committed a crime refer to?,: Harbouring an offender.,It is referred to as 'Harbouring offender'.,6.510101141652543e-232,0.0,0.0,0.0,0.7499700784683228,0.87107337
IPC,What does 'Public servant disobeying direction of law with intent to save person from punishment or property from forfeiture' imply?,: It refers to a public servant intentionally disobeying a law to shield someone from punishment or prevent property forfeiture.,It refers to a public servant intentionally disregarding the law with the aim of preventing a person from being punished or property from being seized.,0.2544244547130557,0.5641025591321501,0.2857142807596373,0.5128205078500987,0.9207859635353088,0.8612336
IPC,Who does the term refer to that dishonestly creates a report or takes an action against the law during a judicial proceeding?,: I need more information to provide a specific answer. Can you provide more details about the specific actions or context?,"The term refers to a public servant in judicial proceeding corruptly making report, etc., contrary to law.",1.1764984582435574e-231,0.1142857092897961,0.0,0.1142857092897961,0.6990779638290405,0.13754293
IPC,What does section 221 refer to?,: Please specify which legal code you are referring to. I have access to the Bharatiya Nyaya Sanhita (BNS).,Intentional omission to apprehend on the part of public servant bound to apprehend.,1.1764984582435574e-231,0.1379310297740786,0.0,0.1379310297740786,0.6633067727088928,0.13691401
IPC,What is mentioned in section 223?,: I do not have the ability to directly look up section 223 of the Bharatiya Nyaya Sanhita. I can only search the BNS store for relevant text using keywords. Please provide a keyword related to section 223 so I can perform the search.,Escape from confinement or custody negligently suffered by public servant.,6.957990942521506e-232,0.0,0.0,0.0,0.6661503314971924,0.16369686
