domain,question,generated_answer,gold_answer,bleu,rouge-1,rouge-2,rouge-l,embedding_similarity,question_id,mini_lm_similarity
IndianConstitution,What is the description of Part b'Part IV' - Article b'\nArticle\n43A\n' - b'Participation of workers in management of industries'? Please provide the full text of this article.,": Article 43A of the Indian Constitution states: ""The State shall take steps, by suitable legislation or in any other way, to secure the participation of workers in the management of undertakings, establishments or other organisations engaged in any industry.""","b'\nThe State shall take steps, by suitable legislation or in any other way, to secure the participation of workers in the management of undertakings, establishments or other organisations engaged in any industry.\n'",0.6920803150635825,0.8275862019500595,0.8285714236367347,0.8275862019500595,0.9488863945007324,Part b'Part IV' - Article b'\nArticle\n43A\n',0.7773603
IndianConstitution,What is the description of Part b'Part IV' - Article b'\nArticle\n44\n' - b'Uniform civil code for the citizens'? Please provide the full text of this article.,": Article 44 of the Indian Constitution states: ""The State shall endeavour to secure for the citizens a uniform civil code throughout the territory of India.""",b'\nThe State shall endeavour to secure for the citizens a uniform civil code throughout the territory of India.\n',0.5076453300895118,0.7619047570068028,0.7272727224380167,0.7619047570068028,0.8925901055335999,Part b'Part IV' - Article b'\nArticle\n44\n',0.80076814
IndianConstitution,What is the description of Part b'Part IV' - Article b'\nArticle\n48\n' - b'Organisation of agriculture and animal husbandry'? Please provide the full text of this article.,":Article 48 of the Indian Constitution states: ""The State shall endeavour to organise agriculture and animal husbandry on modern and scientific lines and shall, in particular, take steps for preserving and improving the breeds, and prohibiting the slaughter, of cows and calves and other milch and draught cattle.""","b'\nThe State shall endeavour to organise agriculture and animal husbandry on modern and scientific lines and shall, in particular, take steps for preserving and improving the breeds, and prohibiting the slaughter, of cows and calves and other milch and draught cattle.\n'",0.7476280127289232,0.8767123237905798,0.8764044894129529,0.8767123237905798,0.9692165851593018,Part b'Part IV' - Article b'\nArticle\n48\n',0.74886537
IndianConstitution,What is the description of Part b'Part IV' - Article b'\nArticle\n49\n' - b'Protection of monuments and places and objects of national importance'? Please provide the full text of this article.,": Article 49 of the Indian Constitution states: ""It shall be the obligation of the State to protect every monument or place or object of artistic or historic interest, declared by or under law made by Parliament to be of national importance, from spoliation, disfigurement, destruction, removal, disposal or export, as the case may be.""","b'\nIt shall be the obligation of the State to protect every monument or place or object of artistic or historic interest, declared by or under law made by Parliament to be of national importance, from spoliation, disfigurement, destruction, removal, disposal or export, as the case may be.\n'",0.7828714351315132,0.8717948668244576,0.8910891039349085,0.8717948668244576,0.974484086036682,Part b'Part IV' - Article b'\nArticle\n49\n',0.7681631
IndianConstitution,What is the description of Part b'Part IV' - Article b'\nArticle\n50\n' - b'Separation of judiciary from executive'? Please provide the full text of this article.,": Article 50 of the Indian Constitution states: ""Separation of judiciary from executive .—The State shall take steps to separate the judiciary from the executive in the public services of the State.""",b'\nThe State shall take steps to separate the judiciary from the executive in the public services of the State.\n',0.4483386700384458,0.7179487131097962,0.6938775462723866,0.7179487131097962,0.8607985377311707,Part b'Part IV' - Article b'\nArticle\n50\n',0.6858487
IndianConstitution,What is the description of Part b'Part IV' - Article b'\nArticle\n51\n' - b'Promotion of international peace and security'? Please provide the full text of this article.,": Article 51 of the Indian Constitution, regarding the Promotion of international peace and security, states: ""The State shall endeavour to— (a) promote international peace and security; (b) maintain just and honourable relations between nations; (c) foster respect for international law and treaty obligations in the dealings of organised peoples with one another; and (d) encourage settlement of international disputes by arbitration.""",b'\nThe State shall endeavour to\xe2\x80\x94\n(a) promote international peace and security;\n(b) maintain just and honourable relations between nations;\n(c) foster respect for international law and treaty obligations in the dealings of organised peoples\nwith one another; and\n(d) encourage settlement of international disputes by arbitration.\n',0.5349753928582125,0.6896551675254328,0.5799999951620001,0.6896551675254328,0.9070792198181152,Part b'Part IV' - Article b'\nArticle\n51\n',0.6597418
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n52\n' - b'The President of India'? Please provide the full text of this article.,": Article 52 of the Indian Constitution states: ""The President of India.""",b'\nThere shall be a President of India.\n',4.506889438070446e-155,0.2999999952,0.2105263111357342,0.2999999952,0.7285889983177185,Part b'Part V' - Article b'\nArticle\n52\n',0.55671716
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n53\n' - b'Executive Power of the Union'? Please provide the full text of this article.,": Article 53 of the Indian Constitution states:  (1) The executive power of the Union shall be vested in the President and shall be exercised by him either directly or through officers subordinate to him in accordance with this Constitution.  (2) Without prejudice to the generality of the foregoing provision, the supreme command of the Defence Forces of the Union shall be vested in the President and the exercise thereof shall be regulated by law.  (3) Nothing in this article shall— (a) be deemed to transfer to the President any functions conferred by any existing law on the Government of any State or other authority; or (b) prevent Parliament from conferring by law functions on authorities other than the President.","b'\n(1) The executive power of the Union shall be vested in the President and shall be exercised by him either directly or through officers subordinate to him in accordance with this Constitution.\n(2) Without prejudice to the generality of the foregoing provision, the supreme command of the Defence Forces of the Union shall be vested in the President and the exercise thereof shall be regulated by law.\n(3) Nothing in this article shall\xe2\x80\x94\n(a) be deemed to transfer to the President any functions conferred by any existing law on the\nGovernment of any State or other authority; or\n(b) prevent Parliament from conferring by law functions on authorities other than the President.\n'",0.8014493010750036,0.8571428521499237,0.8290155390523236,0.8571428521499237,0.9623006582260132,Part b'Part V' - Article b'\nArticle\n53\n',0.71855354
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n55\n' - b'Manner of election of President'? Please provide the full text of this article.,": Article 55 of the Indian Constitution describes the manner of election of the President. The article states:  ""55. Manner of election of President. —(1) As far as practicable, there...""","b'\n(1) As far as practicable, there shall be uniformity in the scale of representation of the different States at the election of the President.\n(2) For the purpose of securing such uniformity among the States inter se as well as parity between the States as a whole and the Union, the number of votes which each elected member of Parliament and of the Legislative Assembly of each State is entitled to cast at such election shall be determined in the following manner:\xe2\x80\x94\n(a) every elected member of the Legislative Assembly of a State shall have as many votes as there\nare multiples of one thousand in the quotient obtained by dividing the population of the State by the\ntotal number of the elected members of the Assembly;\n(b) if, after taking the said multiples of one thousand, the remainder is not less than five hundred,\nthen the vote of each member referred to in sub-clause (a) shall be further increased by one;\n(c) each elected member of either House of Parliament shall have such number of votes as may be\nobtained by dividing the total number of votes assigned to the members of the Legislative Assemblies\nof the States under sub-clauses (a) and (b)by the total number of the elected members of both Houses\nof Parliament, fractions exceeding one-half being counted as one and other fractions being disregarded.\n(3) The election of the President shall be held in accordance with the system of proportional representation by means of the single transferable vote and the voting at such election shall be by secret ballot.\nExplanation.\xe2\x80\x94In this article, the expression \xe2\x80\x9cpopulation\xe2\x80\x9d means the population as ascertained at the last preceding census of which the relevant figures have been published:\nProvided that the reference in this Explanation to the last preceding census of which the relevant figures have been published shall, until the relevant figures for the first census taken after the year 2026 have been published, be construed as a reference to the 1971 census.\n'",9.527995190574752e-05,0.1183431929148139,0.049999998257398,0.1183431929148139,0.8610697984695435,Part b'Part V' - Article b'\nArticle\n55\n',0.5485753
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n56\n' - b'Term of office of President'? Please provide the full text of this article.,": Article 56 of the Indian Constitution states:  56. Term of office of President .—(1) The President shall hold office for a term of five years from the date on which he enters upon his office: Provided that— (a) the President may, by writing under his hand addressed to the Vice-President, resign his office; (b) the President may, for violation of the Constitution, be removed from office by impeachment in the manner provided in article 61; (c) the President shall, notwithstanding the expiration of his term, continue to hold office until his successor enters upon his office","b'\n(1) The President shall hold office for a term of five years from the date on which he enters upon his office:\nProvided that\xe2\x80\x94\n(a) the President may, by writing under his hand addressed to the Vice-President, resign his office;\n(b) the President may, for violation of the Constitution, be removed from office by impeachment in the manner provided in article 61;\n(c) the President shall, notwithstanding the expiration of his term, continue to hold office until his successor enters upon his office.\n(2) Any resignation addressed to the Vice-President under clause (a) of the proviso to clause (1) shall forthwith be communicated by him to the Speaker of the House of the People.\n'",0.6481593796060217,0.7301587251637692,0.6844919736212074,0.7142857092907534,0.9469643831253052,Part b'Part V' - Article b'\nArticle\n56\n',0.74783695
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n57\n' - b'Eligibility for re-election'? Please provide the full text of this article.,":Article 57 of the Indian Constitution states: ""A person who holds, or who has held, office as President shall, subject to the other provisions of this Constitution, be eligible for re-election to that office.""","b'\nA person who holds, or who has held, office as President shall, subject to the other provisions of this Constitution, be eligible for re-election to that office.\n'",0.6623429024278618,0.8363636314049587,0.8196721262133836,0.8363636314049587,0.941071093082428,Part b'Part V' - Article b'\nArticle\n57\n',0.70285165
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n58\n' - b'Qualifications for election as President'? Please provide the full text of this article.,":  Article 58 of the Indian Constitution specifies the qualifications for election as President:  (1) No person shall be eligible for election as President unless he— (a) is a citizen of India, (b) has completed the age of thirty-five years, and (c) is qualified for election as a member of the House of the People.  (2) A person shall not be eligible for election as President if he holds any office of profit under the Government of India or the Government of any State.","b'\n(1) No person shall be eligible for election as President unless he\xe2\x80\x94\n(a) is a citizen of India,\n(b) has completed the age of thirty-five years, and\n(c) is qualified for election as a member of the House of the People.\n(2) A person shall not be eligible for election as President if he holds any office of profit under the Government of India or the Government of any State or under any local or other authority subject to the control of any of the said Governments.\nExplanation.\xe2\x80\x94For the purposes of this article, a person shall not be deemed to hold any office of profit by reason only that he is the President or Vice-President of the Union or the Governor of any State or is a Minister either for the Union or for any State.\n'",0.4418623324563045,0.6166666617347222,0.5257142809377959,0.6166666617347222,0.9359337091445924,Part b'Part V' - Article b'\nArticle\n58\n',0.80880105
IndianConstitution,"What is the description of Part b'Part V' - Article b'\nArticle\n59\n' - b""Conditions of President's office""? Please provide the full text of this article.",":Article 59 of the Indian Constitution outlines the conditions of the President's office. It states that the President cannot be a member of either House of Parliament or of a House of the Legislature of any State. If a member of either House is elected President, they must vacate their seat upon entering office. The President also cannot hold any other office of profit. The explanation clarifies that holding the office of President, Vice-President, Governor, or Minister does not constitute an office of profit.","b'\n(1) The President shall not be a member of either House of Parliament or of a House of the Legislature of any State, and if a member of either House of Parliament or of a House of the Legislature of any State be elected President, he shall be deemed to have vacated his seat in that House on the date on which he enters upon his office as President.\n(2) The President shall not hold any other office of profit.\n(3) The President shall be entitled without payment of rent to the use of his official residences and shall be also entitled to such emoluments, allowances and privileges as may be determined by Parliament by law and, until provision in that behalf is so made, such emoluments, allowances and privileges as are specified in the Second Schedule.\n(4) The emoluments and allowances of the President shall not be diminished during his term of office.\n'",0.1655702472907169,0.4094488140913882,0.2474226757184611,0.4094488140913882,0.9437240958213806,Part b'Part V' - Article b'\nArticle\n59\n',0.69065
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n60\n' - b'Oath or affirmation by the President'? Please provide the full text of this article.,": Article 60 of the Indian Constitution describes the oath or affirmation to be made by the President. Every President and every person acting as President or discharging the functions of the President shall, before entering upon his office, make and subscribe in the presence of the Chief Justice of India or, in his absence, the senior-most Judge of the Supreme Court available, an oath or affirmation in the specified form. The oath includes swearing in the name of God (or solemnly affirming) to faithfully execute the office of President, and to preserve, protect and defend the Constitution and the law, and to devote oneself to the service and well-being of the people of India.","b'\nEvery President and every person acting as President or discharging the functions of the President shall, before entering upon his office, make and subscribe in the presence of the Chief Justice of India or, in his absence, the senior-most Judge of the Supreme Court available, an oath or affirmation in the following form, that is to say\xe2\x80\x94\n\xe2\x80\x9cI, A.B., do swear in the name of God/solemnly affirm that I will faithfully execute the office of President (or discharge the functions of the President) of India and will to the best of my ability preserve, protect and defend the Constitution and the law and that I will devote myself to the service and well-being of the people of India.\xe2\x80\x9d.\n'",0.634459027711037,0.6857142807183674,0.6285714235732427,0.671428566432653,0.9496357440948486,Part b'Part V' - Article b'\nArticle\n60\n',0.8281825
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n61\n' - b'Procedure for impeachment of the President'? Please provide the full text of this article.,":Procedure for impeachment of the President .—(1) When a President is to be impeached for violation of the Constitution, the charge shall be preferred by either House of Parliament. (2) No such charge shall be preferred unless— (a) the proposal to prefer such charge is contained in a resolution which has been moved after at least fourteen days' notice in writing signed by not less than one-fourth of the total number of members of the House has been given of their intention to move the resolution, and (b) such resolution has been passed by a majority of not less than","b'\n(1) When a President is to be impeached for violation of the Constitution, the charge shall be preferred by either House of Parliament.\n(2) No such charge shall be preferred unless\xe2\x80\x94\n(a) the proposal to prefer such charge is contained in a resolution which has been moved after at\nleast fourteen days\xe2\x80\x99 notice in writing signed by not less than one-fourth of the total number of members\nof the House has been given of their intention to move the resolution, and\n(b) such resolution has been passed by a majority of not less than two-thirds of the total membership\nof the House.\n(3) When a charge has been so preferred by either House of Parliament, the other House shall\ninvestigate the charge or cause the charge to be investigated and the President shall have the right to appear\nand to be represented at such investigation.\n(4) If as a result of the investigation a resolution is passed by a majority of not less than two-thirds of\nthe total membership of the House by which the charge was investigated or caused to be investigated,\ndeclaring that the charge preferred against the President has been sustained, such resolution shall have the\neffect of removing the President from his office as from the date on which the resolution is so passed.\n'",0.2875495528926824,0.6578947320637121,0.5396825351373142,0.6315789425900279,0.949410080909729,Part b'Part V' - Article b'\nArticle\n61\n',0.727744
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n62\n' - b'Time of holding election to fill vacancy in the office of President and the term of office of person elected to fill casual vacancy'? Please provide the full text of this article.,":Article 62 of the Indian Constitution states:  ""62. Time of holding election to fill vacancy in the office of President and the term of office of person elected to fill casual vacancy. —(1) An election to fill a vacancy caused by the expiration of the term of office of President shall be completed before the expiration of the term. (2) An election to fill a vacancy in the office of President occurring by reason of his death, resignation or removal, or otherwise shall be held as soon""","b'\n(1) An election to fill a vacancy caused by the expiration of the term of office of President shall be completed before the expiration of the term.\n(2) An election to fill a vacancy in the office of President occurring by reason of his death, resignation or removal, or otherwise shall be held as soon as possible after, and in no case later than six months from, the date of occurrence of the vacancy; and the person elected to fill the vacancy shall, subject to the provisions of article 56, be entitled to hold office for the full term of five years from the date on which he enters upon his office.\n'",0.5010921110412002,0.5871559584883429,0.5222929888790621,0.5871559584883429,0.9586228132247924,Part b'Part V' - Article b'\nArticle\n62\n',0.78126836
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n63\n' - b'The Vice-President of India'? Please provide the full text of this article.,": Article 63 of the Indian Constitution states: ""The Vice-President of India. —There shall be a Vice-President of India.""",b'\nThere shall be a Vice-President of India.\n',0.1472821272412462,0.4999999955555556,0.4166666625347223,0.4999999955555556,0.7567369937896729,Part b'Part V' - Article b'\nArticle\n63\n',0.67264664
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n66\n' - b'Election of Vice-President'? Please provide the full text of this article.,": Article 66 of the Indian Constitution describes the election of the Vice-President. The Vice-President is elected by the members of an electoral college consisting of the members of both Houses of Parliament in accordance with the system of proportional representation by means of the single transferable vote, and the voting at such election shall be by secret ballot. The Vice-President shall not be a member of either House of Parliament or of a House of the Legislature of any State. If a member of either House of Parliament or of a House of the Legislature of any State is elected Vice-President, they shall be deemed to have vacated their seat in that House on the date on which they enter upon their office as Vice-President.","b'\n(1) The Vice-President shall be elected by the members of an electoral college consisting of the members of both Houses of Parliament in accordance with the system of proportional representation by means of the single transferable vote and the voting at such election shall\nbe by secret ballot.\n(2) The Vice-President shall not be a member of either House of Parliament or of a House of the Legislature of any State, and if a member of either House of Parliament or of a House of the Legislature of any State be elected Vice-President, he shall be deemed to have vacated his seat in that House on the date on which he enters upon his office as Vice-President.\n(3) No person shall be eligible for election as Vice-President unless he\xe2\x80\x94\n(a) is a citizen of India;\n(b) has completed the age of thirty-five years; and\n(c) is qualified for election as a member of the Council of States.\n(4) A person shall not be eligible for election as Vice-President if he holds any office of profit under the Government of India or the Government of any State or under any local or other authority subject to the control of any of the said Governments.\nExplanation.\xe2\x80\x94For the purposes of this article, a person shall not be deemed to hold any office of profit by reason only that he is the President or Vice-President of the Union or the Governor of any State or is a Minister either for the Union or for any State.\n'",0.2425203833145075,0.6285714238733062,0.4788732349166832,0.6285714238733062,0.9611730575561525,Part b'Part V' - Article b'\nArticle\n66\n',0.7526369
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n67\n' - b'Term of office of Vice-President'? Please provide the full text of this article.,":Article 67 of the Indian Constitution describes the term of office of the Vice-President:  ""The Vice-President shall hold office for a term of five years from the date on which he enters upon his office:  Provided that— (a) a Vice-President may, by writing under his hand addressed to the President, resign his office; (b) a Vice-President may be removed from his office by a resolution of the Council of States passed by a majority of all the then members of the Council and agreed to by the House of the People; but no resolution for the purpose of this clause shall be moved unless at least fourteen days' notice has been given of the intention to move the resolution.""","b'\nThe Vice-President shall hold office for a term of five years from the date on which he enters upon his office:\nProvided that\xe2\x80\x94\n(a) a Vice-President may, by writing under his hand addressed to the President, resign his office;\n(b) a Vice-President may be removed from his office by a resolution of the Council of States passed by a majority of all the then members of the Council and agreed to by the House of the People; but no resolution for the purpose of this clause shall be moved unless at least fourteen days\xe2\x80\x99 notice has been given of the intention to move the resolution;\n(c) a Vice-President shall, notwithstanding the expiration of his term, continue to hold office until his successor enters upon his office.\n'",0.7430671746670863,0.8027210834356056,0.7782805379865277,0.8027210834356056,0.954034686088562,Part b'Part V' - Article b'\nArticle\n67\n',0.7697712
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n68\n' - b'Time of holding election to fill vacancy in the office of Vice-President and the term of office of person elected to fill casual vacancy'? Please provide the full text of this article.,":  Article 68 of the Indian Constitution states:  68. Time of holding election to fill vacancy in the office of Vice-President and the term of office of person elected to fill casual vacancy .— (1) An election to fill a vacancy caused by the expiration of the term of office of Vice-President shall be completed before the expiration of the term. (2) An election to fill a vacancy in the office of Vice-President occurring by reason of his death, resignation or removal, or otherwise shall be held as soon as possible after the occurrence of the vacancy, and the person","b'\n(1) An election to fill a vacancy caused by the expiration of the term of office of Vice-President shall be completed before the expiration of the term.\n(2) An election to fill a vacancy in the office of Vice-President occurring by reason of his death, resignation or removal, or otherwise shall be held as soon as possible after the occurrence of the vacancy, and the person elected to fill the vacancy shall, subject to the provisions of article 67, be entitled to hold office for the full term of five years from the date on which he enters upon his office.\n'",0.6669877210355977,0.6915887800821033,0.6455696152924212,0.6915887800821033,0.9645594358444214,Part b'Part V' - Article b'\nArticle\n68\n',0.8006643
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n69\n' - b'Oath or affirmation by the Vice-President'? Please provide the full text of this article.,":Article 69 of the Indian Constitution states:  ""Every Vice-President shall, before entering upon his office, make and subscribe before the President, or some person appointed in that behalf by him, an oath or affirmation in the following form, that is to say—""","b'\nEvery Vice-President shall, before entering upon his office, make and subscribe before the President, or some person appointed in that behalf by him, an oath or affirmation in the following form, that is to say\xe2\x80\x94\n\xe2\x80\x9cI, A.B., do swear in the name of God/solemnly affirm that I will bear true faith and allegiance to the Constitution of India as by law established and that I will faithfully discharge the duty upon which I am about to enter.\xe2\x80\x9d.\n'",0.3933965803965874,0.6315789426614958,0.5470085424559866,0.6315789426614958,0.8808576464653015,Part b'Part V' - Article b'\nArticle\n69\n',0.7986523
IndianConstitution,"What is the description of Part b'Part V' - Article b'\nArticle\n72\n' - b'Power of President to grant pardons, etc., and to suspend, remit or commute sentences in certain cases'? Please provide the full text of this article.",": Article 72 of the Indian Constitution states: ""Power of President to grant pardons, etc., and to suspend, remit or commute sentences in certain cases. —(1) The President shall have the power to grant pardons, reprieves, respites or remissions of punishment or to suspend, remit or commute the sentence of any person convicted of any offence— (a) in all cases where the punishment or sentence is by a Court Martial; (b) in all cases where the punishment or sentence is for an offence""","b'\n(1) The President shall have the power to grant pardons, reprieves, respites or remissions of punishment or to suspend, remit or commute the sentence of any person convicted of any offence\xe2\x80\x94\n(a) in all cases where the punishment or sentence is by a Court Martial;\n(b) in all cases where the punishment or sentence is for an offence against any law relating to a matter to which the executive power of the Union extends;\n(c) in all cases where the sentence is a sentence of death.\n(2) Nothing in sub-clause (a) of clause (1) shall affect the power conferred by law on any officer of the Armed Forces of the Union to suspend, remit or commute a sentence passed by a Court Martial.\n(3) Nothing in sub-clause (c) of clause (1) shall affect the power to suspend, remit or commute a sentence of death exercisable by the Governor of a State under any law for the time being in force.\n'",0.2849088212401137,0.5546218438669587,0.449438197552708,0.537815121177883,0.9382816553115844,Part b'Part V' - Article b'\nArticle\n72\n',0.736517
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n73\n' - b'Extent of executive power of the Union'? Please provide the full text of this article.,":  Article 73 of the Indian Constitution defines the extent of the executive power of the Union. Subject to the provisions of the Constitution, this power extends to matters on which Parliament can make laws and to the exercise of rights, authority, and jurisdiction exercisable by the Government of India through treaties or agreements. However, unless expressly provided in the Constitution or a law by Parliament, this power does not extend to matters where a State Legislature also has the power to make laws, except as provided.","b'\n(1) Subject to the provisions of this Constitution, the executive power of the Union shall extend\xe2\x80\x94\n(a) to the matters with respect to which Parliament has power to make laws; and\n(b) to the exercise of such rights, authority and jurisdiction as are exercisable by the Government of India by virtue of any treaty or agreement:\nProvided that the executive power referred to in sub-clause (a) shall not, save as expressly provided in this Constitution or in any law made by Parliament, extend in any State to matters with respect to which the Legislature of the State has also power to make laws.\n(2) Until otherwise provided by Parliament, a State and any officer or authority of a State may, notwithstanding anything in this article, continue to exercise in matters with respect to which Parliament has power to make laws for that State such executive power or functions as the State or officer or authority thereof could exercise immediately before the commencement of this Constitution.\n'",0.1085820532913119,0.5606060556990359,0.2559241659082232,0.5151515102444904,0.9435943365097046,Part b'Part V' - Article b'\nArticle\n73\n',0.82011235
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n74\n' - b'Council of Ministers to aid and advise President'? Please provide the full text of this article.,":``` 4[Provided that 5[where such Proclamation of Emergency]is in operation  only in any part of the territory of India, any such law may be made, or any  such executive action may be taken, under this article in relation to or in any  State or Union territory in which or in any part of which the Proclamation of  Emergency is not in operation, if and in so far as the security of India or any  part of the territory thereof is threatened by activities in or in relation to the part  of the territory of India in which the Proclamation of Emergency is in  operation.] 6[(2) Nothing in clause (1) shall apply— ______________________________________________ 1. Subs. by the Constitution  (Forty-second Amendment)  Act, 1976, s. 51 (w.e.f. 3-1-1977). ```","b'\n(1) There shall be a Council of Ministers with the Prime Minister at the head to aid and advise the President who shall, in the exercise of his functions, act in accordance with such advice:\nProvided that the President may require the Council of Ministers to reconsider such advice, either generally or otherwise, and the President shall act in accordance with the advice tendered after such reconsideration.\n(2) The question whether any, and if so what, advice was tendered by Ministers to the President shall not be inquired into in any court.\n'",1.3549136856812366e-78,0.251968498974518,0.0222222172839517,0.1417322785020771,0.8492371439933777,Part b'Part V' - Article b'\nArticle\n74\n',0.4237436
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n75\n' - b'Other provisions as to Ministers'? Please provide the full text of this article.,":Article 75 of the Indian Constitution deals with ""Other provisions as to Ministers."" The retrieved text provides the following information:  ""(2) The question whether any, and if so what, advice was tendered by Ministers to the President shall not be inquired into in any court. 75. Other provisions as to Ministers. —(1) The Prime Minister shall be appointed by the President and the other Ministers shall be appointed by the President on the advice of the Prime Minister. 3[(1A) The total number of Ministers, including the Prime Minister, in the Council of Ministers shall not exceed fifteen per cent. of the total number of members of the House of the People. (1B) A member of either House of Parliament belonging to any political party who is disqualified for being a member of that House under paragraph 2 of the Tenth Schedule shall also be disqualified to be appointed as a Minister under""","b'\n(1) The Prime Minister shall be appointed by the President and the other Ministers shall be appointed by the President on the advice of the Prime Minister.\n(1A) The total number of Ministers, including the Prime Minister, in the Council of Ministers shall not exceed fifteen per cent. of the total number of members of the House of the People.\n(1B) A member of either House of Parliament belonging to any political party who is disqualified for being a member of that House under paragraph 2 of the Tenth Schedule shall also be disqualified to be appointed as a Minister under clause (1) for duration of the period commencing from the date of his disqualification till the date on which the term of his office as such member would expire or where he contests any election to either House of Parliament before the expiry of such period, till the date on which he is declared elected, whichever is earlier.\n(2) The Ministers shall hold office during the pleasure of the President.\n(3) The Council of Ministers shall be collectively responsible to the House of the People.\n(4) Before a Minister enters upon his office, the President shall administer to him the oaths of office and of secrecy according to the forms set out for the purpose in the Third Schedule.\n(5) A Minister who for any period of six consecutive months is not a member of either House of Parliament shall at the expiration of that period cease to be a Minister.\n(6) The salaries and allowances of Ministers shall be such as Parliament may from time to time by law determine and, until Parliament so determines, shall be as specified in the Second Schedule.\n'",0.3013363224269934,0.5118483364398824,0.4413407775130302,0.5023696634541004,0.9621261358261108,Part b'Part V' - Article b'\nArticle\n75\n',0.6657381
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n77\n' - b'Conduct of business of the Government of India'? Please provide the full text of this article.,": Article 77 of the Indian Constitution deals with the Conduct of business of the Government of India. The article states:  (1) All executive action of the Government of India shall be expressed to be taken in the name of the President. (2) Orders and other instruments made and executed in the name of the President shall be authenticated in such manner as may be specified in rules to be made by the President, and the validity of an order or instrument which is so authenticated shall not be called in question on the ground that it is not an order or instrument made or executed by the President. (3) The President shall make rules for the more convenient transaction of","b'\n(1) All executive action of the Government of India shall be expressed to be taken in the name of the President.\n(2) Orders and other instruments made and executed in the name of the President shall be authenticated in such manner as may be specified in rules to be made by the President, and the validity of an order or instrument which is so authenticated shall not be called in question on the ground that it is not an order or instrument made or executed by the President.\n(3) The President shall make rules for the more convenient transaction of the business of the Government of India, and for the allocation among Ministers of the said business.\n'",0.8129314610917477,0.8253968204018646,0.818181813183859,0.8253968204018646,0.9835509061813354,Part b'Part V' - Article b'\nArticle\n77\n',0.84838223
IndianConstitution,"What is the description of Part b'Part V' - Article b'\nArticle\n78\n' - b'Duties of Prime Minister as respects the furnishing of information to the President, etc'? Please provide the full text of this article.",":``` 4[Provided that 5[where such Proclamation of Emergency]is in operation  only in any part of the territory of India, any such law may be made, or any  such executive action may be taken, under this article in relation to or in any  State or Union territory in which or in any part of which the Proclamation of  Emergency is not in operation, if and in so far as the security of India or any  part of the territory thereof is threatened by activities in or in relation to the part  of the territory of India in which the Proclamation of Emergency is in  operation.] 6[(2) Nothing in clause (1) shall apply— ______________________________________________ 1. Subs. by the Constitution  (Forty-second Amendment)  Act, 1976, s. 51 (w.e.f. 3-1-1977). ```","b'\nIt shall be the duty of the Prime Minister\xe2\x80\x94\n(a) to communicate to the President all decisions of the Council of Ministers relating to the administration of the affairs of the Union and proposals for legislation;\n(b) to furnish such information relating to the administration of the affairs of the Union and proposals for legislation as the President may call for; and\n(c) if the President so requires, to submit for the consideration of the Council of Ministers any matter on which a decision has been taken by a Minister but which has not been considered by the Council.\n'",4.7660465168833304e-155,0.2644628050160508,0.0462427696882627,0.148760325677208,0.8349571228027344,Part b'Part V' - Article b'\nArticle\n78\n',0.4583484
IndianConstitution,What is the description of Part b'Part V' - Article b'\nArticle\n79\n' - b'Constitution of Parliament'? Please provide the full text of this article.,": Article 79 of the Indian Constitution states: ""There shall be a Parliament for the Union which shall consist of the President and two Houses to be known respectively as the Council of States and the House of the People.""",b'\nThere shall be a Parliament for the Union which shall consist of the President and two Houses to be known respectively as the Council of States and the House of the People.\n',0.6703038166490553,0.8148148098765432,0.8405797051963874,0.8148148098765432,0.9482786655426024,Part b'Part V' - Article b'\nArticle\n79\n',0.66571796
