"domain","question","generated_answer","gold_answer","bleu","rouge-1","rouge-2","rouge-l","embedding_similarity","question_id"
"IndianConstitution","What is the description of Part b'Part XXI' - Article b'\nArticle\n380\n' - b'Provision as to President'? Please provide the full text of this article.",":The provided text appears to be related to Article 358 concerning the suspension of provisions of Article 19 during an emergency. It discusses the application of emergency powers and constitutional amendments related to such proclamations. Please note that this might not be the Article 380 you were looking for, and further clarification on the context might be needed to provide a more accurate response.","b'\nOmitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956). \n'","9.893133360884868e-232","0.06153845767573989","0.0","0.06153845767573989","0.803788959980011","Part b'Part XXI' - Article b'\nArticle\n380\n'"
"IndianConstitution","What is the description of Part b'Part XXI' - Article b'\nArticle\n381\n' - b'Council of Ministers of the President'? Please provide the full text of this article.",": Article 381 of the Constitution of India, concerning the Council of Ministers of the President, has been omitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956).","b'\nOmitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956).\n'","0.46927611538156533","0.6818181770764464","0.5957446763603441","0.6818181770764464","0.9153631925582886","Part b'Part XXI' - Article b'\nArticle\n381\n'"
"IndianConstitution","What is the description of Part b'Part XXI' - Article b'\nArticle\n382\n' - b'Provisions as to provisional Legislatures for States in Part A of the First Schedule'? Please provide the full text of this article.",": I am unable to find the exact text of Article 382 Part XXI. The search results do not contain the specific provisions related to provisional legislatures for States in Part A of the First Schedule.","b'\nOmitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956).\n'","9.65701126654974e-232","0.04166666209201439","0.0","0.04166666209201439","0.7929656505584717","Part b'Part XXI' - Article b'\nArticle\n382\n'"
"IndianConstitution","What is the description of Part b'Part XXI' - Article b'\nArticle\n383\n' - b'Provision as to Governors of Provinces'? Please provide the full text of this article.",": I am unable to find Article 383 in the Constitution of India. The article number might be incorrect.","b'\nOmitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956).\n'","4.039548456560749e-155","0.11111110612654343","0.05882352442906617","0.11111110612654343","0.7690196633338928","Part b'Part XXI' - Article b'\nArticle\n383\n'"
"IndianConstitution","What is the description of Part b'Part XXI' - Article b'\nArticle\n384\n' - b'Council of Ministers of the Governors'? Please provide the full text of this article.",": Article 384, regarding the Council of Ministers of the Governors, has been omitted from the Constitution by the Constitution (Seventh Amendment) Act, 1956.","b'\nOmitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956).\n'","0.30966540054884534","0.3333333283487655","0.26315788986149585","0.3333333283487655","0.8336246609687805","Part b'Part XXI' - Article b'\nArticle\n384\n'"
"IndianConstitution","What is the description of Part b'Part XXI' - Article b'\nArticle\n385\n' - b'Provision as to provisional Legislatures in States in Part B of the First Schedule'? Please provide the full text of this article.",": Article 385, regarding ""Provision as to provisional Legislatures in States in Part B of the First Schedule,"" has been omitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956).","b'\nOmitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956).\n'","0.4279949346557143","0.5882352896732026","0.5490196035371012","0.5882352896732026","0.917691707611084","Part b'Part XXI' - Article b'\nArticle\n385\n'"
"IndianConstitution","What is the description of Part b'Part XXI' - Article b'\nArticle\n386\n' - b'Council of Ministers for States in Part B of the First Schedule'? Please provide the full text of this article.",":Article 386 does not exist in the Indian Constitution. However, based on your query about ""Council of Ministers for States in Part B of the First Schedule"", the relevant text is:  ""(b) a Council of Ministers,\nor both with such constitution, powers and functions, in each case, as may be \nspecified in the law. (2) Any such law as is referred to in clause (1) may, in particular,—""","b'\nOmitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956).\n'","2.8556134021809396e-155","0.08450703861138678","0.0","0.08450703861138678","0.8331025242805481","Part b'Part XXI' - Article b'\nArticle\n386\n'"
"IndianConstitution","What is the description of Part b'Part XXI' - Article b'\nArticle\n387\n' - b'Special provision as to determination of population for the purposes of certain elections'? Please provide the full text of this article.",": I was unable to retrieve the full text of Article 387 from the constitution store based on your description. The search results seem to be related to emergency provisions and constitutional amendments. Please double-check the article number or provide more context about the specific election or legislation you are interested in, so I can perform a more accurate search.","b'\nOmitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956).\n'","2.9297455106234524e-155","0.05882352566176495","0.0","0.05882352566176495","0.7793089151382446","Part b'Part XXI' - Article b'\nArticle\n387\n'"
"IndianConstitution","What is the description of Part b'Part XXI' - Article b'\nArticle\n388\n' - b'Provisions as to the filling of casual vacancies in the provisional Parliament and provisional Legislatures of the States'? Please provide the full text of this article.",":``` part of the territory thereof is threatened by activities in or in relation to the part  of the territory of India in which the Proclamation of Emergency is in  operation.] 6[(2) Nothing in clause (1) shall apply— ______________________________________________ 1. Subs. by the Constitution  (Forty-second Amendment)  Act, 1976, s. 51 (w.e.f. 3-1-1977). 2. Art. 358 re-numbered as cl. (1)  by the Constitution  (Forty-fourth Amendment)   Act, 1978, s. 39 (w.e.f. 20-6-1979). 3. Subs. by s. 39, ibid, for ""While a Proclamation of Emergency is in operation""                     (w.e.f. 20-6-1979). 4. Added by the Constitution  (Forty-second Amendment)  Act, 1976, s. 52 (w.e.f. 3-1-1977). 5. Subs. by the Constitution  (Forty-fourth Amendment)  Act, 1978, s. 39, for ""where a ```","b'\nOmitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956).\n'","0.03671660862517686","0.224999996653125","0.09615384355029592","0.224999996653125","0.8287979364395142","Part b'Part XXI' - Article b'\nArticle\n388\n'"
"IndianConstitution","What is the description of Part b'Part XXI' - Article b'\nArticle\n389\n' - b'Provision as to Bills pending in the Dominion Legislatures and in the Legislatures of Provinces and Indian States'? Please provide the full text of this article.","Agent stopped due to max iterations.","b'\nOmitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956).\n'","9.874580240368857e-233","0.0","0.0","0.0","0.64391028881073","Part b'Part XXI' - Article b'\nArticle\n389\n'"
"IndianConstitution","What is the description of Part b'Part XXI' - Article b'\nArticle\n390\n' - b'Money received or raised or expenditure incurred between the commencement of the Constitution and the 31st day of March, 1950'? Please provide the full text of this article.","Agent stopped due to max iterations.","b'\nOmitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956). \n'","8.560055379685596e-233","0.0","0.0","0.0","0.64391028881073","Part b'Part XXI' - Article b'\nArticle\n390\n'"
"IndianConstitution","What is the description of Part b'Part XXI' - Article b'\nArticle\n391\n' - b'Power of the President to amend the First and Fourth Schedules in certain contingencies'? Please provide the full text of this article.",": Article 391, regarding the Power of the President to amend the First and Fourth Schedules in certain contingencies, was omitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956). Therefore, there is no full text to provide as it has been removed from the Constitution.","b'\nOmitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956).\n'","0.31660335887857655","0.4838709637617066","0.42424242056932976","0.4838709637617066","0.9044883251190186","Part b'Part XXI' - Article b'\nArticle\n391\n'"
"IndianConstitution","What is the description of Part b'Part XXI' - Article b'\nArticle\n392\n' - b'Power of the President to remove difficulties'? Please provide the full text of this article.","Agent stopped due to max iterations.","b'\n(1) The President may, for the purpose of removing any difficulties, particularly in relation to the transition from the provisions of the Government of India Act, 1935, to the provisions of this Constitution, by order direct that this Constitution shall, during such period as may be specified in the order, have effect subject to such adaptations, whether by way of modification, addition or omission, as he may deem to be necessary or expedient:\nProvided that no such order shall be made after the first meeting of Parliament duly constituted under Chapter II of Part V.\n(2) Every order made under clause (1) shall be laid before Parliament.\n(3) The powers conferred on the President by this article, by article 324, by clause (3) of article 367 and by article 391 shall, before the commencement of this Constitution, be exercisable by the Governor-General of the Dominion of India.\n'","4.87762397513505e-242","0.02127659454957001","0.0","0.02127659454957001","0.6629419326782227","Part b'Part XXI' - Article b'\nArticle\n392\n'"
"IndianConstitution","What is the description of Part b'Part XXII' - Article b'\nArticle\n393\n' - b'Short title'? Please provide the full text of this article.","Agent stopped due to max iterations.","b'\nThis Constitution may be called the Constitution of India.\n'","0","0.0","0.0","0.0","0.5640736818313599","Part b'Part XXII' - Article b'\nArticle\n393\n'"
"IndianConstitution","What is the description of Part b'Part XXII' - Article b'\nArticle\n395\n' - b'Repeals'? Please provide the full text of this article.",":Article 395 of the Indian Constitution deals with the repeal of certain enactments. It states that the existing laws in force before the commencement of the Constitution shall continue until altered, repealed, or amended by a competent legislature or authority, subject to the Constitution's provisions. It also empowers the President to adapt and modify existing laws to align with the Constitution.","b'\nThe Indian Independence Act, 1947, and the Government of India Act, 1935, together with all enactments amending or supplementing the latter Act, but not including the Abolition of Privy Council Jurisdiction Act, 1949, are hereby repealed.\n'","1.2002781188425267e-231","0.18918918432067217","0.0","0.08108107621256422","0.8664849996566772","Part b'Part XXII' - Article b'\nArticle\n395\n'"
